date,home,hscore,road,rscore,line,lineavg,linesag,linesage,linesagp,lineopen,linemoore,linepower,linegreen,linel2,linel1,lineray1,lineray2,linedunk,lineadj,lineavgadj,linegabe
12/20/2005,New Jersey,99,LA Clippers,85,3.5,-0.3,-2.13,-2.84,-1.45,3,-0.01,4.4,-2.3,-4,-3.77,4.5,-2,1,1.14,-1.41,.
12/20/2005,Phoenix,111,Seattle,83,8.5,9.78,9.54,8.19,11.19,9.5,4.56,11.4,6.6,8.81,8.92,18,11,8.3,10.91,10.5,.
12/21/2005,Boston,101,Utah,89,6,4.49,3.09,2.07,4.26,6.5,2.05,5.3,1.3,2.77,2.71,15,3.5,4.2,5.04,4.9,.
12/21/2005,Denver,110,Washington,116,8,8.21,6.87,6.26,7.52,8.5,2.72,8.1,3.5,4.95,5.06,25,8.5,7.3,10.21,11.45,.
12/21/2005,Houston,81,Toronto,94,7,11.39,12.25,11.24,13.3,8,5.4,14.1,6.3,19.43,19.59,14,11,7.7,4.64,8.63,.
12/21/2005,Indiana,97,LA Clippers,75,4.5,3.4,3.25,2.01,4.58,3,2.88,8,2.1,3.07,3.04,-1.5,4.5,5,5.15,4.98,.
12/21/2005,Memphis,89,Portland,79,12.5,17.56,14.06,12.66,16.03,12,7.02,13.7,9.9,15.65,15.7,54,17,12.1,14.5,19.03,.
12/21/2005,Minnesota,88,New orleans,69,8.5,6.86,5.93,4.31,7.69,9.5,4.44,10.6,5.9,8.1,8.25,7,6,7.7,7,7.01,.
12/21/2005,New York,96,San Antonio,109,-5,-5.94,-9.55,-11.64,-8.03,-5.5,-3.23,-4.9,-7,-8.85,-7.64,0.5,-6,-4.3,-6.68,-8.82,.
12/21/2005,Orlando,85,New Jersey,96,3,-1.07,-0.29,0.63,-1.35,1.5,0.23,0.8,-0.1,-5.94,-6.11,-10,3.5,2.6,1.11,-4.57,.
12/21/2005,Philadelphia,111,Golden State,100,3,0.03,2.74,2.44,3.04,1.5,2.06,5,0.9,6.51,8.48,-23,-2.5,5.8,3.16,1.34,.
12/22/2005,Chicago,100,Cleveland,108,-1.5,0.23,-2.11,0.08,-4.71,-1,-0.98,3.1,-1.5,-0.24,-0.05,6.5,-0.5,0.3,-0.8,1.55,.
12/22/2005,Sacramento,95,Dallas,105,-6,-1.05,-4.07,-7.19,-1.71,-3,-0.25,1.1,-2.8,-3.26,-3.06,4.5,4,-3.8,-5.36,0.01,.
12/23/2005,Atlanta,111,Philadelphia,108,-3,-3.01,-4.69,-4.77,-4.6,-3.5,-1.9,0.2,-2.6,-5.74,-5.73,-1,-4,-2.7,-2.83,-3.39,.
12/23/2005,Charlotte,88,LA Clippers,97,-4,-3.36,-4.31,-5.98,-2.86,-5,-0.42,0.7,-2.2,-0.6,-0.38,-12.5,-3.5,-2.9,-2.89,-2.69,.
12/23/2005,Cleveland,94,Indiana,89,5,1.3,2.81,2.11,3.9,5,1.41,3.2,0.9,-1.23,-1.06,-4,1.5,3.9,8.02,4.14,.
12/23/2005,Denver,108,Houston,86,7.5,3.05,2.95,3.02,2.9,7,2.08,4.2,2.7,-2.33,-2.29,0.5,7.5,6.9,6.08,1.76,.
12/23/2005,Detroit,97,Golden State,85,7,8.47,12.92,14.04,12.31,9,5.75,12.6,7.5,10.83,14.02,-7,10.5,9.7,10.15,11.69,.
12/23/2005,Memphis,95,Chicago,77,7.5,9.54,7.89,6.51,9.39,7.5,4.61,7.2,5,4.45,4.48,34.5,6.5,7.7,6.27,8.02,.
12/23/2005,Miami,88,New Jersey,95,7.5,3.92,4.3,4.43,4.18,.,3.19,8.1,3.5,1.27,1.34,-3,7,6.6,4.96,1,.
12/23/2005,Milwaukee,101,New orleans,94,7,3.66,6.91,6.74,7.14,6,3.14,6.7,3.8,3.75,3.73,-8.5,6,4.2,3.8,1.34,.
12/23/2005,Minnesota,83,Portland,91,11,14.57,12.58,10.97,14.53,11,7.66,14.3,10.3,18.74,18.79,27,15,12.6,13.64,17.64,.
12/23/2005,New York,98,Utah,90,4.5,2.53,-0.37,-2.74,1.79,3.5,0.76,3.8,-0.8,-2.23,-0.78,18.5,1.5,2.2,0.82,0.58,.
12/23/2005,Orlando,88,LA Lakers,104,-1,-2.27,-3.56,-2.94,-4.22,-2,-1.46,-1.7,-3.5,-13.3,-13.37,4,4.5,-1.8,-5.12,-6.87,.
12/23/2005,Phoenix,111,Washington,112,8.5,12.08,9.17,8.78,9.62,9.5,5.42,10.4,5.6,9.89,9.87,40,10,9,10.48,13.51,.
12/23/2005,San Antonio,95,Toronto,90,12,13.79,17.42,17.64,17.24,13,7.82,16.3,10.3,10.47,10.41,12.5,19,12.8,10.52,10.9,.
12/23/2005,Seattle,98,Dallas,101,-3,-4,-7.36,-7.36,-8.48,-3.5,-1.27,-2.5,-4.3,-7.7,-7.71,2,-4,-2.4,-4.34,-4.06,.
12/26/2005,Cleveland,102,Chicago,91,8,8.91,8.37,6.44,10.79,8.5,5.62,8.4,5.4,8.21,8.15,18.5,6.5,10.3,9.23,11.18,.
12/26/2005,Dallas,102,Indiana,80,4.5,2.35,4.36,6.77,2.47,4,1.66,5.8,2.3,2.37,2.61,-3.5,1.5,1.8,6.04,2.91,.
12/26/2005,Golden State,112,Denver,118,3,1.16,2,2.71,1.25,3,1.4,2.8,0.4,-6.43,-7.8,3,3,2.3,3.59,2.49,.
12/26/2005,Minnesota,89,Phoenix,103,3,1.21,1.48,0.83,2.26,3,0.84,2.2,0.3,0.81,0.97,1,0.01,2.6,0.26,-0.64,.
12/26/2005,New York,101,New Jersey,109,-4.5,-4.42,-3.33,-4.25,-2.64,-3,-1.18,-1.2,-2.4,-10.22,-9.45,-15,2,-4.9,-9.32,-9.35,.
12/26/2005,Orlando,108,Milwaukee,93,1,-1.01,-4.86,-4.81,-5.21,1.5,-0.36,2.4,-1.9,-2.75,-2.65,2,0.5,1,-1.46,-3.14,.
12/26/2005,Sacramento,92,Portland,105,7,7.45,6.63,4.96,8.58,6.5,4.82,10.9,5.7,9.62,9.73,-3,18,7.5,7.98,8.35,.
12/26/2005,Seattle,118,Boston,111,4.5,1.84,1.04,1.92,-0.18,4,1.61,4.9,1.2,-0.53,-0.54,5,0.01,2.6,4.81,3.14,.
12/26/2005,Utah,105,Memphis,102,-3.5,-3.79,-4.81,-3.62,-6.16,-5,-2.2,0,-3.3,-5.56,-5.58,-7,-1.5,-4.8,-6.19,-7.36,.
12/26/2005,Washington,94,LA Lakers,91,4,-2.5,-1.46,-1.11,-1.84,3,-0.42,2,-1,-9.04,-8.95,-12,3,-2.1,2.21,-3.49,.
12/27/2005,Atlanta,90,Charlotte,93,5,2.4,1.86,2.42,1.44,4.5,1.15,4.1,0,7.38,7.26,2,-3.5,6.6,3.41,2.73,.
12/27/2005,Denver,106,Philadelphia,108,4.5,1.94,3.16,2.77,3.54,4,1.59,7.3,2.9,1.84,2.01,-13,8.5,2,4.86,2.4,.
12/27/2005,Detroit,113,Toronto,106,12.5,16.35,19.08,20.77,18.15,12.5,9.53,17,11.7,12.32,13.38,20,23,14.7,13.66,15.72,.
12/27/2005,Houston,74,Utah,82,6.5,4.52,3.95,2.54,5.45,6,2.47,9.5,2,6.66,6.87,5.5,2.5,4.1,3.16,3.19,.
12/27/2005,LA Clippers,93,Sacramento,110,8.5,5.65,7.95,9.08,6.94,9,3.39,6.8,4.8,1.23,1.23,8,2,8.6,8.2,5.42,.
12/27/2005,Miami,109,Milwaukee,98,9,5.71,1.84,1.15,2.49,9,3.93,10.8,3.1,7.23,7.43,10,4,8.7,7.54,5.39,.
12/27/2005,New Jersey,96,Cleveland,91,2.5,0.11,-0.8,-0.1,-1.78,1,0.08,4.7,-0.8,1.99,2.07,-3,-2,1.9,2.82,1.7,.
12/27/2005,San Antonio,99,Indiana,86,8,3.63,5.59,6.51,4.63,8,2.42,6.7,3.3,-0.39,-0.29,-2.5,4.5,7.5,9.05,4.04,.
12/28/2005,Charlotte,93,Chicago,80,-4,0.82,0.05,-1.19,1.29,-4.5,1.63,2.3,0.8,-1.17,-1.09,-0.5,0.01,4.2,-4.15,0.11,.
12/28/2005,Golden State,111,Boston,109,6,2.38,4.51,4.14,4.89,6.5,2.39,6.3,2.4,-2.17,-3.87,-5,6.5,2,7.25,3.68,.
12/28/2005,LA Lakers,99,Memphis,100,3,2.91,0.64,0.81,0.4,3.5,1.4,6.2,0.7,9.02,9.11,6,-3,4.7,1.94,1.19,.
12/28/2005,Minnesota,108,Seattle,95,6,6.46,6.7,4.63,9.13,7.5,3.88,7.9,4.8,5.94,5.99,7,8,6.9,8.05,7.94,.
12/28/2005,New orleans,92,Houston,90,3,2.03,2.61,4.02,1.22,2.5,1.53,0.8,1.3,-0.74,-0.79,-0.5,3,7.6,2.51,-0.27,.
12/28/2005,Orlando,105,New York,95,5,5.53,4.1,5.83,2.26,6,2.74,5.1,2.8,9.41,8.34,11,4.5,6.1,3.77,3.35,.
12/28/2005,Portland,95,Philadelphia,91,-4,-2.87,-3.18,-2.42,-4.24,-3,-1.78,0,-2.6,-5.83,-5.57,-2,-5,-2,-4.94,-4.24,.
12/28/2005,Toronto,108,Atlanta,102,3,1.55,1.22,1.26,1.19,2,1.49,5.7,1,-3.09,-2.71,0.01,3,3.4,0.02,-1.3,.
12/28/2005,Washington,99,Phoenix,104,-2.5,-2.46,-2.38,-1.51,-3.49,-3,-1.64,0,-2.6,-0.48,-0.29,-7,-4,-1.4,-4.36,-2.93,.
12/29/2005,Denver,105,Seattle,112,5.5,5.07,6.28,4.34,8.61,5,3.24,8.8,4.2,8.37,8.45,-7,9.5,5.6,8.65,8.26,.
12/29/2005,Detroit,106,Miami,101,5.5,7.29,10.14,11.79,9.19,6.5,4.54,8.3,6.3,2.39,3.38,5,11,7.1,6.71,7.41,.
12/29/2005,San Antonio,111,New orleans,84,13,8.9,9.94,9.58,10.38,13,6.2,14.4,7,4.58,4.56,8.5,11,8.5,11.51,8.54,.
12/30/2005,Charlotte,100,Phoenix,110,-7,-4.41,-5.27,-4.83,-6.02,-7,-2.78,-3.6,-4.1,-3.6,-3.38,-7,-4.5,-3.3,-9.25,-7.13,.
12/30/2005,Dallas,109,Golden State,111,8.5,9,8.6,9.87,7.83,8.5,4.92,11.7,6.7,12.7,14.81,14.5,3.5,9.3,10.4,11.1,.
12/30/2005,Indiana,97,Toronto,99,6.5,10.88,11.57,11.18,12.02,6.5,6.3,13.4,7.8,3.63,3.52,19,17.5,7.1,6.38,9.94,.
12/30/2005,Milwaukee,113,New York,108,7,7.9,9.9,11.31,8.67,7,3.97,7.2,5.2,8.14,6.74,12,7,7.6,5.13,5.5,.
12/30/2005,New Jersey,99,Atlanta,91,10,9.89,10.08,9.97,10.2,11,5.78,12.7,6.3,5.33,5.42,17,11,10.7,8.75,9.78,.
12/30/2005,Orlando,107,Minnesota,87,-1,-1.11,-2.71,-0.65,-5.15,0,-1.19,0.2,-2.6,-0.1,-0.28,-2,0.5,1,-3.22,-3.48,.
12/30/2005,Portland,90,Memphis,93,-5.5,-4.1,-5.92,-4.69,-7.44,-5.5,-2.81,-2,-4.8,0.07,0.2,-4,-11,-0.2,-7.09,-5.45,.
12/30/2005,Sacramento,116,Boston,112,1.5,4.16,3.1,2.7,3.47,.,2.54,7.3,2.5,8.34,8.53,0.01,8,2.6,2.3,5.06,.
12/30/2005,Washington,113,Miami,128,-3,-1.39,-0.71,-0.59,-0.82,-2.5,-0.44,1.1,-0.4,-0.96,-0.89,-8,-2,-0.4,-2.63,-0.7,.
12/31/2005,Chicago,98,Phoenix,107,-3,-3.4,-3.96,-2.38,-6.04,-3,-3.5,-1.7,-4.1,-4.18,-4.06,-3.5,-1.5,-3.7,-7.56,-7.46,.
12/31/2005,Cleveland,97,Detroit,84,-3,-0.34,-3.01,-6,-0.62,-2.5,-0.47,0.8,-2.4,-0.11,-0.66,9,-4,0.7,-0.93,2.65,.
12/31/2005,Denver,88,San Antonio,98,-5,-2.69,-4.15,-5.2,-3.11,-5,-1.41,-0.5,-2.3,0.78,0.93,-9.5,-0.5,-2.5,-4.21,-2.18,.
12/31/2005,Houston,89,Golden State,94,2.5,2.73,0.17,-0.75,1.07,3,0.63,6.1,0.8,2.99,5.67,13.5,-1.5,1.7,-0.46,0.72,.
12/31/2005,LA Clippers,92,Boston,111,7.5,5.11,6.85,7.53,6.2,7.5,3.15,7,4.3,0.64,0.76,5,7,5.2,8.91,6.35,.
12/31/2005,New orleans,90,Dallas,95,-5,-3.52,-4.32,-4.35,-4.74,-5,-2.79,-3.7,-4,-5.83,-5.73,-1.5,-2,-2.8,-4.29,-4.07,.
12/31/2005,Seattle,96,Memphis,100,2.5,-2.7,-3.94,-2.73,-5.38,.,-0.94,1.2,-2.6,-4.21,-4.2,-5,-4,-0.6,-0.3,-4.1,.
12/31/2005,Utah,108,Philadelphia,102,-1,-0.4,0.3,1.18,-0.71,0,-0.06,2.9,0.1,-5.73,-5.66,-5,4.5,-0.8,-1.63,-2.55,.
1/1/2006,LA Lakers,94,Utah,98,2.5,6.92,5.75,4.04,7.68,3,4.5,9.6,4.3,12.42,12.5,16,1.5,2.2,1.84,7.07,.
1/1/2006,Miami,97,Minnesota,70,8.5,5.9,3.75,4.35,3.12,8.5,2.91,9.5,2.3,11.61,11.76,6,4,9.3,6.92,4.94,.
1/1/2006,Portland,94,LA Clippers,100,-2.5,0.17,-3.77,-3.47,-4.19,-3,-0.44,1.4,-2.6,10.77,10.88,4,-11,7.1,-2.02,1.16,.
1/2/2006,Chicago,92,Milwaukee,93,3,1.16,-1.22,-1.91,-0.71,3,0.29,5.8,0.1,0.66,1.07,2.5,1.5,2.2,1.17,0.43,.
1/2/2006,Denver,120,Boston,110,5,3.42,4.31,3.54,5.07,5.5,2.31,6.5,2.7,4.32,4.36,-5,6.5,4.8,5.2,4.33,.
1/2/2006,Indiana,115,Seattle,96,7,6.89,7.44,5.84,9.25,7,4.04,9.8,5,0.71,0.66,11,11.5,4.9,9.95,9.28,.
1/2/2006,New York,140,Phoenix,133,-6,-7.78,-8.32,-8.04,-9.3,-6.5,-4.52,-4.9,-6.4,-14,-12.09,-12,-4,-6.9,-11.49,-12.74,.
1/2/2006,New orleans,103,Charlotte,86,5,2.94,4.37,5.76,2.99,.,1.42,4.7,1.7,-0.61,-0.66,4,4.5,2,2.61,1.01,.
1/3/2006,Atlanta,97,Toronto,108,3.5,3.23,2.55,1.61,3.45,3,1.48,3.6,1.3,6.17,6.09,6,3,2.5,2.44,1.22,.
1/3/2006,Dallas,95,Portland,81,12,10.38,12.75,13.5,12.6,12,7.22,15,9.2,5.59,5.49,3.5,17,9.8,13.06,10.88,.
1/3/2006,Detroit,108,Orlando,99,11.5,11.98,14.28,14.88,14.35,11.5,6.96,14.9,9,9.49,10.74,13,14.5,10.7,11.79,11.83,.
1/3/2006,Memphis,104,Golden State,94,4.5,7.89,5.86,5.47,6.25,5.5,3.93,7.4,4.7,10.45,11.49,21,3.5,8.3,4.67,7.71,.
1/3/2006,Sacramento,98,Philadelphia,111,2,1.17,1.26,0.85,1.64,.,1.39,5,0.9,-4.09,-3.93,-8,10,2.8,1.42,0.04,.
1/3/2006,Utah,90,LA Lakers,80,5,-0.49,0.05,1.8,-1.88,4.5,-0.39,1.8,-0.6,-5.86,-5.81,-10,4.5,6.2,1.67,-4.27,.
1/3/2006,Washington,111,Houston,123,5.5,4.11,3.33,3.89,2.83,6,2.5,4,2.4,12.06,12.08,-1.5,2,8.8,5.26,4.08,.
1/4/2006,Boston,109,Charlotte,106,7.5,4.31,3.72,4.37,3.19,6.5,3.14,7.6,2.6,1.65,1.66,5,5.5,5.7,5.52,3.65,.
1/4/2006,Chicago,97,Seattle,101,3.5,3.25,3.22,2.65,3.99,3,1,5.3,1.5,3.02,3.19,2.5,6.5,2.8,4.1,3.3,.
1/4/2006,Denver,106,Indiana,86,6.5,-0.97,-0.39,-0.41,-0.57,6.5,0.2,2.3,-0.6,1.43,1.58,-15,1,2.9,8.11,1.15,.
1/4/2006,Milwaukee,84,Cleveland,91,-2.5,-3.22,-0.07,1.92,-2.16,-2.5,-1.53,0.1,-1.5,-11.64,-11.78,-12,1,-3.2,-2.65,-3.12,.
1/4/2006,Minnesota,91,Dallas,78,-1,-1.1,-2.62,-4.61,-0.89,-2.5,-0.44,-0.2,-1.8,-6.03,-5.99,5.5,1,-2.4,-1.04,-0.91,.
1/4/2006,New orleans,107,Miami,92,-7,-4.15,-1.32,-0.48,-2.2,-6,-2.44,-3.5,-2.3,-13.31,-13.36,-7,-1,-5.1,-7.41,-5.98,.
1/4/2006,Phoenix,105,Philadelphia,85,7,6.12,6.76,5.64,8.32,7,4.25,9.2,4.8,2.61,2.6,3,10,7.3,7.28,5.13,.
1/4/2006,San Antonio,106,Portland,75,15,12.09,14.7,14.04,15.66,14,8.41,16.6,9.7,7.27,7.11,4.5,20,12.6,15.66,12.71,.
1/4/2006,Toronto,121,Orlando,97,-1,-0.67,-0.63,-0.78,-0.49,-1.5,0.46,5.1,0.1,-2.21,-1.9,-4,-5.5,1.3,-4.94,-4.3,.
1/5/2006,Cleveland,81,Houston,90,6.5,10.5,9.31,9.21,9.6,8.5,5.89,7.3,5.8,17.38,17.47,17.5,8,13.8,7.28,11.42,.
1/5/2006,Golden State,89,Indiana,99,8,-0.69,0.29,1.84,-1.4,8.5,0.3,2.3,-0.4,1.09,0.19,-15,1,4.1,9.32,1.01,.
1/6/2006,Boston,98,Atlanta,103,7.5,6.29,6.63,7.12,6.19,7.5,4.45,9.6,4.5,1.68,1.95,4.03,12,7,7.3,6.1,.
1/6/2006,Denver,112,Dallas,114,-2.5,1.5,-2.5,-4.14,-1.02,-2.5,0.1,1.4,-1.4,3.93,3.94,12.74,2.5,-0.6,-1.38,3.41,.
1/6/2006,Detroit,97,Seattle,85,11.5,13.19,13.87,14.79,14,10,7.43,13,8.9,13.42,14.49,17.07,17,13.1,15.02,15.36,.
1/6/2006,LA Lakers,119,Philadelphia,93,4.5,3.79,3.29,2.74,3.84,5.5,2.63,6.2,2.6,1.16,1.16,6.66,3,5.3,4.49,2.5,.
1/6/2006,Memphis,87,Utah,65,7.5,6.66,7.58,6.77,8.47,9,4.74,8.7,5.1,7.36,7.67,3.79,7.5,7.5,6.72,6.34,.
1/6/2006,Milwaukee,91,Chicago,105,5.5,5.37,6.56,7.54,5.73,5.5,3.41,5.1,3.2,7.75,7.54,5.31,4.5,5.8,3.93,3.87,.
1/6/2006,New Jersey,113,Orlando,106,8,9.06,7.18,6.47,8,8,4.51,11,4.7,15.4,15.38,20.22,2.5,8.7,6.65,8.84,.
1/6/2006,New York,113,Washington,92,1,1.28,-0.89,-1.13,-0.73,1.5,0.51,3.1,-0.6,2.73,2.3,3.4,3,1.2,-0.35,0.15,.
1/6/2006,New orleans,90,Portland,80,7.5,7.7,7.13,7.03,7.5,7.5,4.31,7.9,4.6,4.87,4.76,12.73,12,8.4,9.84,8.96,.
1/6/2006,Phoenix,111,Miami,93,1,3.37,4.8,4.12,5.97,.,3.23,6.3,3.6,4.46,4.41,-1.56,5,-0.8,1.7,2.88,.
1/6/2006,Sacramento,118,LA Clippers,114,-1,3.37,-1.17,-1.8,-0.57,-1,1.51,4.8,0,6.8,6.87,13.56,4,2,-1.73,3.01,.
1/6/2006,San Antonio,83,Minnesota,77,9,9.78,8.46,9.47,7.38,10,4.91,11.8,5,14.98,14.89,15.99,8,10.5,10.06,11.44,.
1/6/2006,Toronto,112,Houston,92,1,3,-0.86,-0.42,-1.28,2.5,0.74,0.7,-0.6,8.62,8.73,20.41,-5,3.8,-2.09,-0.47,.
1/7/2006,Atlanta,101,New orleans,93,3.5,-0.57,-2.42,-3.56,-1.29,1,-0.46,2.3,-1,2.36,2.63,-2.42,-5,3.9,2.87,0.37,.
1/7/2006,Chicago,111,Memphis,82,-2.5,-3.3,-4.37,-3.56,-5.27,-1.5,-2.8,0.8,-3,-6.56,-6.58,-5.13,-0.5,-3.7,-5.86,-6.25,.
1/7/2006,Cleveland,96,Milwaukee,88,7.5,9.36,6.33,4.07,8.74,7.5,5.55,10.5,5.2,14.75,15.21,20.25,5,10.2,8.78,11.95,.
1/7/2006,Dallas,83,Minnesota,79,6.5,5.96,6.9,8.88,5.17,7,3.41,9.5,4.3,8.05,8.26,2.34,5,7,7.33,6.87,.
1/7/2006,Detroit,90,Utah,94,12,10.72,12.79,13.4,13.32,11.5,7.54,12.8,8.3,9.52,11.08,5.99,14.5,11.1,12.95,12.22,.
1/7/2006,LA Clippers,109,LA Lakers,112,0,-0.67,2.89,3.79,1.97,2,0.05,2,0.7,-8.97,-8.73,-9.08,9,-5.5,-3.94,-3.99,.
1/7/2006,Orlando,108,Charlotte,92,5,4.81,3.65,4.7,2.65,6,2.4,5.1,1.7,8.83,8.7,6.7,5,6.2,2.76,3.71,.
1/7/2006,Phoenix,91,San Antonio,86,-1,1.98,0.35,-0.94,2.25,-1.5,1.69,3.9,1.3,5.32,5.57,2.29,1,1,1.2,2.31,.
1/7/2006,Washington,103,Boston,102,4,3.36,3.29,2.78,3.75,4,1.13,4.9,1.6,4,3.89,7.51,1,3.6,4.56,4.57,.
1/8/2006,Houston,90,Denver,92,2.5,-0.26,0.5,1.19,-0.23,3,-0.09,5.4,0.2,1.45,1.75,-10.23,-1.5,1.5,-0.28,-2.04,.
1/8/2006,New York,120,Seattle,116,1.5,4.17,0.83,-0.91,2.6,2.5,1.23,3.3,0.3,9.49,5.01,12.85,4,4.7,2.3,4.48,.
1/8/2006,Portland,89,Miami,118,-7.5,-6.81,-4.85,-3.58,-6.64,-8,-3.6,-4.4,-4.1,-4.23,-3.9,-19.63,-10,-5.1,-7.44,-7.32,.
1/8/2006,Sacramento,83,Indiana,108,0,0.52,-1.77,-1.15,-2.63,.,-0.09,0.7,-1.3,-2.78,-2.71,5.91,2.5,3.5,0.51,1.28,.
1/8/2006,Toronto,104,New Jersey,105,-2,-1.58,-2.48,-3.17,-1.84,-4.5,-0.77,0.8,-1.6,-0.28,0.42,-4.13,-5,1.8,-4.89,-4.76,.
1/9/2006,Boston,102,Dallas,104,-4,-2.73,-5.49,-7.24,-4.22,-3.5,-1.81,-1.5,-3.5,1.2,1.36,-3.09,-3,-1.4,-5.83,-4.36,.
1/9/2006,Chicago,113,Toronto,104,5.5,1.32,4.24,5.74,2.8,5.5,1.87,6.6,2.9,-9.11,-9.16,-7.69,8,0.8,1.5,-3.29,.
1/9/2006,LA Lakers,96,Indiana,90,5,2.94,0.68,1.27,-0.22,5.5,1.29,3.2,0.8,5.37,5.49,6.87,0.5,7.4,3.83,3.46,.
1/9/2006,Philadelphia,107,Seattle,98,6,4.15,4.74,4.16,5.44,6,3.03,6.6,3.2,4.27,4.64,0.89,4,5.8,.,.,.
1/9/2006,Washington,89,Utah,97,3,-0.18,1.24,-0.14,2.68,3,1.03,3.3,0.5,0.49,0.21,-8.48,-1,0,-3.75,-7.24,.
1/10/2006,Atlanta,94,Boston,98,2,2.01,0.04,0.49,-0.36,1.5,0.07,1.8,-0.2,4.99,5.13,8.89,-1,3.4,2.62,3.15,.
1/10/2006,Charlotte,111,Houston,106,5,-0.03,0.76,0.32,1.03,6,0.49,0.3,0.2,4.35,4.41,-12.7,0.01,5.7,4.56,-1.94,.
1/10/2006,Cleveland,84,New York,92,9,8.17,11.07,11.13,11.36,9,6.4,10.5,7.2,8.38,12.46,-3.15,13,8.7,10.32,9.3,.
1/10/2006,Denver,139,Phoenix,137,-2.5,-2.92,-2.01,-2.04,-2.53,-3,-1.66,0.4,-2,-6.29,-5.9,-2.54,-8.5,-1.1,-4.46,-3.73,.
1/10/2006,LA Clippers,90,Orlando,73,5.5,2.49,6.18,6.07,6.28,6,2.68,7.4,3.9,-6.99,-6.65,-4.29,5,2.4,4.06,1.27,.
1/10/2006,Memphis,99,Sacramento,85,8.5,8.74,8.86,9.19,8.56,8,5.06,9.1,5.8,17.7,17.95,8.53,7,7.7,6.86,6.68,.
1/10/2006,Milwaukee,95,Minnesota,92,1,0.77,2.23,4.54,-0.13,1.5,-0.29,1.7,-0.2,4.2,4.07,-1.13,-2,0.2,-1.25,-1.23,.
1/10/2006,New orleans,86,Detroit,96,-9,-4.93,-6.33,-7.29,-6.18,-8.5,-3.58,-3.3,-4.8,-1.42,-3.34,-0.97,-9.5,-7.3,-6.64,-3.31,.
1/10/2006,San Antonio,96,New Jersey,91,9,7.51,7.94,7.59,8.28,9,4.61,9.5,5.2,5.68,5.79,12.2,8,6.5,7.65,6.06,.
1/11/2006,Golden State,96,Miami,110,-4.5,-1.58,0.05,1.16,-1.14,-4,-0.88,0.1,-0.7,-5.27,-3.11,-3.77,0.5,-4.2,-6.18,-3.22,.
1/11/2006,Houston,80,Sacramento,88,-3,4.56,2.92,2.11,3.68,-1.5,1.58,7.4,2.1,9.45,9.67,8.49,2,4.2,-8.19,0.19,.
1/11/2006,Indiana,112,Milwaukee,88,7,6.88,4.69,2.47,7.19,7.5,4.86,12.2,4.7,10.75,11.23,2.33,8.5,8.9,8.05,9,.
1/11/2006,Minnesota,99,Chicago,93,5,3.52,5.28,3.45,7.24,4.5,3.56,5.7,3.4,2.02,2.24,-4.21,8,2.5,4.66,3.66,.
1/11/2006,New York,117,Dallas,115,-5,-0.9,-5.97,-8.41,-4.31,-4.5,-2.21,-1.9,-4.3,3.76,-0.07,12.19,-4,1.1,-5.06,-1.13,.
1/11/2006,Philadelphia,102,Utah,110,4.5,0.57,2.25,1.54,2.96,4.5,2.34,5.1,1.7,-0.47,-0.3,-10.86,1,1.8,3.48,1.48,.
1/11/2006,Portland,113,LA Lakers,103,-5.5,-5.63,-5.14,-3.65,-7.31,-6,-4.14,-3.8,-4.5,-7.15,-6.95,-7.83,-6,-6.3,-8.97,-8.6,.
1/11/2006,Seattle,113,Orlando,104,5.5,2.16,2.59,2.97,2.1,4.5,1.76,6.9,2,2.73,3.03,-2.71,0.01,3.7,4.1,2.44,.
1/11/2006,Toronto,95,Charlotte,86,8,8.34,2.23,2.52,2.03,5.5,2.73,6.6,1.6,17,17.34,31.74,0.01,10.8,5.63,7.43,.
1/11/2006,Washington,103,Atlanta,72,6.5,3.27,5.85,6.05,5.68,6,2.91,7.6,3.3,1.28,1.1,-3.59,5,1.2,5.45,3.05,.
1/12/2006,LA Lakers,99,Cleveland,98,2.5,1.28,0.13,0.54,-0.49,3,0.79,5.5,1.1,4.23,4.46,-1.94,-2,3.8,4.47,2.97,.
1/12/2006,Phoenix,112,Golden State,99,9,10.32,8.27,6.78,10.33,8,6.7,11.6,6.7,15.37,12.76,11.81,10,13.6,10.85,11.71,.
1/12/2006,San Antonio,68,Detroit,83,4.5,4.23,1.1,0.07,1.5,5.5,1.53,5.8,0.8,11.33,9.26,11.92,-0.5,5.6,5.79,5.79,.
1/13/2006,Charlotte,102,Milwaukee,103,-4,0.71,-1.88,-4,0,-4,0.8,4.4,0.3,3.48,3.8,-3.71,1,4.1,-3.02,1.69,.
1/13/2006,Indiana,85,Washington,94,7.5,8.03,8.14,7.36,9.48,7,5.59,11.7,5.9,8.99,9.42,4.02,11.5,7.7,10.34,11.08,.
1/13/2006,Memphis,81,New Jersey,69,4.5,3.72,5.25,5.12,5.37,4,3.28,5,3.6,-0.12,0.22,2.24,6.5,2.5,3.34,1.63,.
1/13/2006,Minnesota,103,Denver,89,6,1.82,2.31,2.67,1.87,6,1.8,4.1,2.1,-2.48,-2.34,-4.99,9.5,1.8,6.46,3.26,.
1/13/2006,New York,105,Atlanta,94,7.5,7.45,6.13,5.63,6.57,7.5,3.99,8.9,3.5,12.46,8.69,12.39,6,7.6,7.07,7.23,.
